imp_date,requestid,label,prob,keyword,rank,textlen,text,biaozhu,contextid,servicecode,responsetype,reqtype,status,describ,startstamp,kdkeyword,kdanswer,ms,kdprob,errorcode,kdresponsetype,createtime,updatetime,data_date,
20190221,FA05p19022114420566113132901550731355601,TA4,-1,在忙,5,11,好，的，我买我现在忙了，好吧。,4,FA05p1902211442056611313290,3910,0,0,A,,1550731355601,(null),(null),3,-1,0,[B@53ef32b4,2/21/19 14:42,2/21/19 14:42,20190221,
20190221,3q6ER19022114420602513132651550731364578,TA1,-1,怎么了,7,5,对呀，怎么了？。,1,3q6ER1902211442060251313265,3910,0,0,A,,1550731364578,(null),(null),3,-1,0,[B@6c33ac01,2/21/19 14:42,2/21/19 14:42,20190221,
20190221,CT67s19022114420821613132681550731366029,TA3,-1,"不.{0,1}需要",4,8,啊，上次不需要谢谢。,3,CT67s1902211442082161313268,3910,0,0,A,,1550731366029,(null),(null),3,-1,0,[B@d3781a6,2/21/19 14:42,2/21/19 14:42,20190221,
20190221,5JC4p19022114423182813132741550731390620,,-1,,-1,2,这样。,5,5JC4p1902211442318281313274,3910,0,0,A,,1550731390620,(null),(null),3,-1,0,[B@1c7136cf,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,i9Mm619022114423303213132781550731393346,TA2,-1,没有注册,3,8,没有注册，我点错了。,1,i9Mm61902211442330321313278,3910,0,0,A,,1550731393346,(null),(null),3,-1,0,[B@6dd3c2e4,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,7907819022114420000000000000000000000000,TA1,-1,\b嗯\b,1,1,嗯。,1,790781902211442000000000000,3910,0,0,A,,1550731394415,(null),(null),3,-1,0,[B@5cd85449,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,5JC4p19022114423182813132741550731396200,TF1,-1,对啊,7,2,对啊。,1,5JC4p1902211442318281313274,3910,0,0,F,,1550731396200,(null),(null),3,-1,0,[B@64001f4f,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,o2r3S19022114425006213132861550731403064,TA1,-1,\b是的\b,1,2,是的。,1,o2r3S1902211442500621313286,3910,0,0,A,,1550731403064,(null),(null),3,-1,0,[B@71528a4e,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,vW7G919022114422962013133061550731404318,TA1,-1,啊对,7,2,啊对。,1,vW7G91902211442296201313306,3910,0,0,A,,1550731404318,(null),(null),3,-1,0,[B@2e5a262,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,92Y7319022114425177613132721550731406340,TA3,-1,不行,6,4,啊，不行啊。,3,92Y731902211442517761313272,3910,0,0,A,,1550731406340,(null),(null),3,-1,0,[B@1c81c46b,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,mKU9n19022114425161613132981550731438479,,-1,,-1,18,啊，你贵姓，我搞得很生气，我那个那个顺搞的。,5,mKU9n1902211442516161313298,3910,0,0,A,,1550731438479,(null),(null),3,-1,0,[B@32a3f80b,2/21/19 14:43,2/21/19 14:43,20190221,
20190221,mKU9n19022114425161613132981550731448939,,-1,,-1,7,什么意思，我哪里？。,5,mKU9n1902211442516161313298,3910,0,0,F,,1550731448939,(null),(null),3,-1,0,[B@2013c0a8,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,LhD8Y19022114433964313132671550731455069,,-1,,-1,5,什么资料啊。,6,LhD8Y1902211443396431313267,3910,0,0,A,,1550731455069,什么资料,Tkd1,3,-1,0,[B@22584fbb,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,T1hd019022114434823713132841550731462994,TA1,-1,对啊,7,2,对啊。,1,T1hd01902211443482371313284,3910,0,0,A,,1550731462994,(null),(null),3,-1,0,[B@6a11d59b,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,x861P19022114435985613132991550731471576,TA1,-1,单身,7,4,哎，但是嗯。,1,x861P1902211443598561313299,3910,0,0,A,,1550731471576,(null),(null),3,-1,0,[B@79f785b1,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,k8DNc19022114440106113132711550731476808,TA1,-1,\b嗯嗯\b,1,2,嗯嗯。,1,k8DNc1902211444010611313271,3910,0,0,A,,1550731476808,(null),(null),3,-1,0,[B@7deb9b13,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,7234519022114440000000000000000000000000,TA1,-1,对啊,7,2,对啊。,1,723451902211444000000000000,3910,0,0,A,,1550731483766,(null),(null),3,-1,0,[B@42d01b47,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,5yF3f19022114442506213133331550731490486,TA2,-1,"已经.{0,4}不是",3,8,嗯，现在已经不是了。,2,5yF3f1902211444250621313333,3910,0,0,A,,1550731490486,(null),(null),3,-1,0,[B@7cfd4a1,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,2270219022114440000000000000000000000000,,-1,,-1,5,你会聊什么？。,5,227021902211444000000000000,3910,0,0,A,,1550731495253,(null),(null),3,-1,0,[B@f3003db,2/21/19 14:44,2/21/19 14:44,20190221,
20190221,4mK2719022114444247513133301550731510668,TA2,-1,"你.{0,4}搞错",3,9,啊，你搞一个搞错了吧。,2,4mK271902211444424751313330,3910,0,0,A,,1550731510668,(null),(null),3,-1,0,[B@2ea2322d,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,h1e8d19022114445025213133661550731517697,TA1,-1,啊是,7,4,啊，是啊吗？。,1,h1e8d1902211444502521313366,3910,0,0,A,,1550731517697,(null),(null),3,-1,0,[B@6cea0e9d,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,0759h19022114444704613133291550731528890,,-1,,-1,3,不客气。,5,0759h1902211444470461313329,3910,0,0,F,,1550731528890,(null),(null),3,-1,0,[B@1a5842c2,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,F7H4219022114444687013133411550731530276,TA3,-1,不用,4,15,嗯，你先跟你们说了，不用打电话了啊。,3,F7H421902211444468701313341,3910,0,0,A,,1550731530276,(null),(null),3,-1,0,[B@25d428fe,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,D89p119022114451430113133381550731538645,TA1,-1,啊对,7,3,啊对啊。,1,D89p11902211445143011313338,3910,0,0,A,,1550731538645,(null),(null),3,-1,0,[B@417cd831,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,PODB519022114445263513133561550731540175,TA1,-1,\b嗯\b,1,1,嗯。,1,PODB51902211444526351313356,3910,0,0,A,,1550731540175,(null),(null),3,-1,0,[B@19eacc8e,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,9r68k19022114451210413133251550731556593,TA2,-1,"不是.{0,4}不是",3,24,呃，不是不是，就是有人给我，下次我报名两个字，我不是这些。,2,9r68k1902211445121041313325,3910,0,0,A,,1550731556593,(null),(null),3,-1,0,[B@1d7d9495,2/21/19 14:45,2/21/19 14:45,20190221,
20190221,hN1tZ19022114453249013133361550731561096,,-1,,-1,3,我现在。,5,hN1tZ1902211445324901313336,3910,0,0,F,,1550731561096,(null),(null),3,-1,0,[B@111b0718,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,hN1tZ19022114453249013133361550731566919,,-1,,-1,9,嗯，还是外地真啊，之前。,5,hN1tZ1902211445324901313336,3910,0,0,F,,1550731566919,(null),(null),3,-1,0,[B@16af8c08,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,v203g19022114454952013133261550731583291,TA1,-1,怎么啦,6,9,怎么啦，什么时候弄的？。,1,v203g1902211445495201313326,3910,0,0,A,,1550731583291,(null),(null),3,-1,0,[B@5fc56a02,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,o4N9Z19022114455256213133481550731593887,,-1,,-1,4,上次说了。,5,o4N9Z1902211445525621313348,3910,0,0,A,,1550731593887,(null),(null),3,-1,0,[B@50286c9c,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,o4N9Z19022114455256213133481550731596763,,-1,,-1,10,什么资料了，你是哪里呀？。,6,o4N9Z1902211445525621313348,3910,0,0,F,,1550731596763,什么资料,Tkd1,3,-1,0,[B@69285e63,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,77zeF19022114454490813133651550731602431,TA4,-1,不好意思,9,17,不好意思，听不见你说话，说话声音太小了。,4,77zeF1902211445449081313365,3910,0,0,A,,1550731602431,(null),(null),3,-1,0,[B@38d5082,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,2Fed819022114462059113133231550731610315,,-1,,-1,7,啊，我是给孩子找。,1,2Fed81902211446205911313323,3910,0,0,A,,1550731610315,(null),(null),3,-1,0,[B@64b37176,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,2Fed819022114462059113133231550731610311,,-1,,-1,7,啊，我是给孩子找。,1,2Fed81902211446205911313323,3910,0,0,A,,1550731610311,(null),(null),3,-1,0,[B@4f43f0c5,2/21/19 14:46,2/21/19 14:46,20190221,
20190221,98Z3019022114464704213134051550731643751,TA1,-1,嗯对,7,3,嗯对的。,1,98Z301902211446470421313405,3910,0,0,A,,1550731643751,(null),(null),3,-1,0,[B@2623a0ef,2/21/19 14:47,2/21/19 14:47,20190221,
20190221,b919419022114463524213133401550731646682,TA2,-1,"\b.{0,1}不是.{0,1}\b",3,3,啊不是。,2,b91941902211446352421313340,3910,0,0,A,,1550731646682,(null),(null),3,-1,0,[B@34a1c347,2/21/19 14:47,2/21/19 14:47,20190221,
20190221,9T14019022114462800613133141550731653874,TA2,-1,骚扰,3,14,网友那个知道广东不会骚扰电话。,2,9T1401902211446280061313314,3910,0,0,A,,1550731653874,(null),(null),3,-1,0,[B@4be62c64,2/21/19 14:47,2/21/19 14:47,20190221,
20190221,IqS1819022114470409613134021550731654535,TA3,-1,不用,4,5,哦，不用不用。,3,IqS181902211447040961313402,3910,0,0,A,,1550731654535,(null),(null),3,-1,0,[B@1bf32805,2/21/19 14:47,2/21/19 14:47,20190221,
20190221,H63eJ19022114473686113133791550731681755,,-1,,-1,1,啊。,5,H63eJ1902211447368611313379,3910,0,0,A,,1550731681755,(null),(null),3,-1,0,[B@601209d8,2/21/19 14:48,2/21/19 14:48,20190221,
20190221,H63eJ19022114473686113133791550731686515,TF1,-1,是啊,7,2,是啊。,1,H63eJ1902211447368611313379,3910,0,0,F,,1550731686515,(null),(null),3,-1,0,[B@2433cb60,2/21/19 14:48,2/21/19 14:48,20190221,
20190221,8iCWD19022114472703413133921550731689888,TA1,-1,对啊,7,2,对啊。,1,8iCWD1902211447270341313392,3910,0,0,A,,1550731689888,(null),(null),3,-1,0,[B@221b4927,2/21/19 14:48,2/21/19 14:48,20190221,
20190221,R122X19022114473806913134001550731691062,TA1,-1,单身,6,8,袜子，但是我就是嗯。,1,R122X1902211447380691313400,3910,0,0,A,,1550731691062,(null),(null),3,-1,0,[B@5d7116e5,2/21/19 14:48,2/21/19 14:48,20190221,
20190221,n3eSk19022114481455313133821550731727806,TA3,-1,挂了,7,10,现在还不能给我挂了啊。,3,n3eSk1902211448145531313382,3910,0,0,A,,1550731727806,(null),(null),3,-1,0,[B@6723aee0,2/21/19 14:48,2/21/19 14:48,20190221,
20190221,k76d019022114484900813134141550731751170,TA2,-1,"我.{0,6}没.{0,4}注册",3,9,啊，我不是没有注册吗？。,2,k76d01902211448490081313414,3910,0,0,A,,1550731751170,(null),(null),3,-1,0,[B@7361c20d,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,FGmKw19022114483700913133711550731751343,TA1,-1,然后,7,6,呃，然后怎么的？。,1,FGmKw1902211448370091313371,3910,0,0,A,,1550731751343,(null),(null),3,-1,0,[B@26f224ba,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,4bL2l19022114484781213133971550731752837,TA1,-1,是啊,7,2,是啊。,1,4bL2l1902211448478121313397,3910,0,0,A,,1550731752837,(null),(null),3,-1,0,[B@5c5cca2a,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,086B819022114484440813133831550731754498,TA1,-1,啊是,7,3,啊是啊。,1,086B81902211448444081313383,3910,0,0,A,,1550731754498,(null),(null),3,-1,0,[B@8426bf3,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,038Q419022114482498113133981550731761282,,-1,,-1,4,你说什么？。,6,038Q41902211448249811313398,3910,0,0,A,,1550731761282,(null),(null),3,-1,0,[B@422e8cab,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,038Q419022114482498113133981550731767719,TF1,-1,\b嗯嗯\b,1,2,嗯嗯。,1,038Q41902211448249811313398,3910,0,0,F,,1550731767719,(null),(null),3,-1,0,[B@7899135e,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,27oNs19022114490892113133811550731775738,TA3,-1,不用,4,12,嗯哦，行麻烦女士哈，不用了，是。,3,27oNs1902211449089211313381,3910,0,0,A,,1550731775738,(null),(null),3,-1,0,[B@631fe24d,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,K1fDT19022114492443413134711550731785560,,-1,,-1,1,啊。,5,K1fDT1902211449244341313471,3910,0,0,A,,1550731785560,(null),(null),3,-1,0,[B@63db6b33,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,K1fDT19022114492443413134711550731790757,TF4,-1,"现在.{0,1}方便",5,17,对，那我现在没现在不方便，现在不方便啊。,4,K1fDT1902211449244341313471,3910,0,0,F,,1550731790757,(null),(null),3,-1,0,[B@7904994b,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,bz8LF19022114492683013134551550731795940,TA1,-1,\b嗯嗯\b,1,2,嗯嗯。,1,bz8LF1902211449268301313455,3910,0,0,A,,1550731795940,(null),(null),3,-1,0,[B@33e12814,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,090w319022114492664913134721550731797179,TF1,-1,对呀,7,2,对呀。,1,090w31902211449266491313472,3910,0,0,F,,1550731797179,(null),(null),3,-1,0,[B@5d4026c,2/21/19 14:49,2/21/19 14:49,20190221,
20190221,88c9Z19022114492804013134511550731802479,,-1,,-1,10,哦哦，没有了，不是打死啦。,5,88c9Z1902211449280401313451,3910,0,0,A,,1550731802479,(null),(null),3,-1,0,[B@78d5ee2d,2/21/19 14:50,2/21/19 14:50,20190221,
20190221,p856419022114500237313134241550731833280,TA3,-1,"不.{0,1}需要",4,10,哦，不需要不需要，谢谢啊。,3,p85641902211450023731313424,3910,0,0,A,,1550731833280,(null),(null),3,-1,0,[B@3d11d220,2/21/19 14:50,2/21/19 14:50,20190221,
20190221,p37G919022114500494613134421550731844926,,-1,,-1,1,诶。,5,p37G91902211450049461313442,3910,0,0,A,,1550731844926,(null),(null),3,-1,0,[B@18f3708c,2/21/19 14:50,2/21/19 14:50,20190221,
20190221,Po20c19022114500357213134341550731862557,TA4,-1,很忙,5,13,我现在很忙，我现在不扣好吧嗯。,4,Po20c1902211450035721313434,3910,0,0,A,,1550731862557,(null),(null),3,-1,0,[B@62832d57,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,pji5J19022114501415713134541550731867583,TF1,-1,啊对,7,3,啊对的。,1,pji5J1902211450141571313454,3910,0,0,F,,1550731867583,(null),(null),3,-1,0,[B@79c0ca23,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,295xA19022114501177713134641550731871483,,-1,,-1,5,我也听不见。,5,295xA1902211450117771313464,3910,0,0,F,,1550731871483,(null),(null),3,-1,0,[B@4b91546c,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,j61T419022114504047613134461550731873182,TA4,-1,"现在.{0,1}有事",5,21,啊，对对对，那我现在有事儿回头，我给你打过去行吗？。,4,j61T41902211450404761313446,3910,0,0,A,,1550731873182,(null),(null),3,-1,0,[B@59040a51,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,8Mz8019022114510515913134471550731893993,TA2,-1,不是不是,3,5,啊，不是不是。,2,8Mz801902211451051591313447,3910,0,0,A,,1550731893993,(null),(null),3,-1,0,[B@5df83a10,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,uCpGY19022114505188813134281550731898945,,-1,,-1,2,哦好。,5,uCpGY1902211450518881313428,3910,0,0,A,,1550731898945,(null),(null),3,-1,0,[B@1c0b37f7,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,uCpGY19022114505188813134281550731901616,TF1,-1,"\b.{0,1}对",7,1,对。,1,uCpGY1902211450518881313428,3910,0,0,F,,1550731901616,(null),(null),3,-1,0,[B@65a4f0a5,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,W563119022114511679313134671550731904683,TA3,-1,不用,4,13,呃，那个不用了，谢谢啊哎好谢谢。,3,W56311902211451167931313467,3910,0,0,A,,1550731904683,(null),(null),3,-1,0,[B@744ef257,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,Q432q19022114512421613134611550731907672,TA1,-1,"\b.{0,1}对",7,1,对。,1,Q432q1902211451242161313461,3910,0,0,A,,1550731907672,(null),(null),3,-1,0,[B@68fa6e74,2/21/19 14:51,2/21/19 14:51,20190221,
20190221,q86F719022114513343913134251550731925907,TA1,-1,嗯对,7,2,嗯对。,1,q86F71902211451334391313425,3910,0,0,A,,1550731925907,(null),(null),3,-1,0,[B@2d8b4813,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,xH47619022114514556813134791550731933192,,-1,,-1,1,啊。,5,xH4761902211451455681313479,3910,0,0,A,,1550731933192,(null),(null),3,-1,0,[B@6fe8b4df,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,xH47619022114514556813134791550731934636,TF2,-1,我不是,3,6,哦，我不是给你。,2,xH4761902211451455681313479,3910,0,0,F,,1550731934636,(null),(null),3,-1,0,[B@6c372f3f,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,opCF219022114514877113134981550731940636,TA1,-1,是啊,7,2,是啊。,1,opCF21902211451487711313498,3910,0,0,A,,1550731940636,(null),(null),3,-1,0,[B@57856503,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,tQZ4A19022114513801913134401550731942166,,-1,,-1,1,喂。,5,tQZ4A1902211451380191313440,3910,0,0,A,,1550731942166,(null),(null),3,-1,0,[B@20397430,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,2vK7L19022114522005913135221550731971575,,-1,,-1,4,什么资料？。,6,2vK7L1902211452200591313522,3910,0,0,A,,1550731971575,什么资料,Tkd1,3,-1,0,[B@48645927,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,qIC3119022114520156213134881550731975145,,-1,,-1,1,喂。,5,qIC311902211452015621313488,3910,0,0,F,,1550731975145,(null),(null),3,-1,0,[B@294dcadd,2/21/19 14:52,2/21/19 14:52,20190221,
20190221,2vK7L19022114522005913135221550731980579,,-1,,-1,1,喂。,5,2vK7L1902211452200591313522,3910,0,0,F,,1550731980579,(null),(null),3,-1,0,[B@41339b21,2/21/19 14:53,2/21/19 14:53,20190221,
20190221,2226219022114520000000000000000000000000,TA1,-1,\b啊是\b,1,2,啊是。,1,222621902211452000000000000,3910,0,0,A,,1550732017745,(null),(null),3,-1,0,[B@31f5668f,2/21/19 14:53,2/21/19 14:53,20190221,
20190221,8E11y19022114530091113135151550732025573,TA1,-1,\b嗯\b,1,1,嗯。,1,8E11y1902211453009111313515,3910,0,0,A,,1550732025573,(null),(null),3,-1,0,[B@7629594e,2/21/19 14:53,2/21/19 14:53,20190221,
20190221,J9Xa219022114531606613135161550732029283,,-1,,-1,4,什么资料？。,6,J9Xa21902211453160661313516,3910,0,0,A,,1550732029283,什么资料,Tkd1,3,-1,0,[B@2b1e3e39,2/21/19 14:53,2/21/19 14:53,20190221,
20190221,Yw52A19022114530813013134761550732039397,,-1,,-1,2,行吧。,5,Yw52A1902211453081301313476,3910,0,0,F,,1550732039397,(null),(null),3,-1,0,[B@43ebdb91,2/21/19 14:53,2/21/19 14:53,20190221,
20190221,J9Xa219022114531606613135161550732039695,TF1,-1,"现在.{0,1}还是",6,12,我现在还是个两个还贷，很慢。,5,J9Xa21902211453160661313516,3910,0,0,F,,1550732039695,(null),(null),3,-1,0,[B@19deda23,2/21/19 14:53,2/21/19 14:53,20190221,
20190221,Yw52A19022114530813013134761550732042532,,-1,,-1,1,行。,5,Yw52A1902211453081301313476,3910,0,0,F,,1550732042532,(null),(null),3,-1,0,[B@2436289,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,wog6U19022114532738413135091550732045410,,-1,,-1,13,，你再说表明一下你的身份证的。,6,wog6U1902211453273841313509,3910,0,0,A,,1550732045410,(null),(null),3,-1,0,[B@407247a6,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,wog6U19022114532738413135091550732061002,,-1,,-1,6,我想问一下你。,5,wog6U1902211453273841313509,3910,0,0,F,,1550732061002,(null),(null),3,-1,0,[B@2f929249,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,83x5319022114535965713134751550732068125,,-1,,-1,4,算了算了。,3,83x531902211453596571313475,3910,0,0,A,,1550732068125,(null),(null),3,-1,0,[B@365cea18,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,83x5319022114535965713134751550732070514,,-1,,-1,6,现现在在上班。,4,83x531902211453596571313475,3910,0,0,F,,1550732070514,(null),(null),3,-1,0,[B@2a5eb2dc,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,giQNU19022114541048413135031550732073692,TA3,-1,不用,4,6,不用注册过啊。,3,giQNU1902211454104841313503,3910,0,0,A,,1550732073692,(null),(null),3,-1,0,[B@78438f46,2/21/19 14:54,2/21/19 14:54,20190221,
20190221,17WNA19022114542585413135591550732103654,,-1,,-1,9,啊你，你说我没听清楚。,6,17WNA1902211454258541313559,3910,0,0,A,,1550732103654,(null),(null),3,-1,0,[B@29ef6305,2/21/19 14:55,2/21/19 14:55,20190221,
20190221,p02KF19022114544736313135771550732107752,TA2,-1,"\b.{0,1}不是.{0,1}\b",3,4,啊，不是了。,2,p02KF1902211454473631313577,3910,0,0,A,,1550732107752,(null),(null),3,-1,0,[B@28c0fa57,2/21/19 14:55,2/21/19 14:55,20190221,
20190221,3y23419022114545433613135601550732121891,TA1,-1,"\b.{0,4}是的",10,9,啊，是的，你们是在哪里？。,1,3y2341902211454543361313560,3910,0,0,A,,1550732121891,在哪里,Tkd11,3,-1,0,[B@11f89a3b,2/21/19 14:55,2/21/19 14:55,20190221,
20190221,4s84t19022114550653813135461550732135752,TA1,-1,是啊,7,3,是啊嗯。,1,4s84t1902211455065381313546,3910,0,0,A,,1550732135752,(null),(null),3,-1,0,[B@4bf2e4f2,2/21/19 14:55,2/21/19 14:55,20190221,
20190221,GBL2A19022114553189413135651550732174251,TA2,-1,"没有.{0,1}没有",3,4,没有没有。,2,GBL2A1902211455318941313565,3910,0,0,A,,1550732174251,(null),(null),3,-1,0,[B@366a02fd,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,u1I3j19022114554654713135561550732181469,,-1,,-1,1,喂。,5,u1I3j1902211455465471313556,3910,0,0,A,,1550732181469,(null),(null),3,-1,0,[B@63166f49,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,u1I3j19022114554654713135561550732184256,,-1,,-1,1,喂。,5,u1I3j1902211455465471313556,3910,0,0,F,,1550732184256,(null),(null),3,-1,0,[B@3f1fc2ad,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,n4c0F19022114560021913135451550732188394,,-1,,-1,3,在外网。,5,n4c0F1902211456002191313545,3910,0,0,A,,1550732188394,(null),(null),3,-1,0,[B@1c654dcd,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,n4c0F19022114560021913135451550732196618,TF4,-1,谢谢,9,22,我问你，你给我打电话了，那你先谢谢你了，这电话号码。,4,n4c0F1902211456002191313545,3910,0,0,F,,1550732196618,(null),(null),3,-1,0,[B@7a7ed956,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,0p19719022114562301113135291550732206165,,-1,,-1,3,是什么。,5,0p1971902211456230111313529,3910,0,0,A,,1550732206165,(null),(null),3,-1,0,[B@2ac29d77,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,67u3g19022114562129113135681550732213607,TA1,-1,\b是的\b,1,2,是的。,1,67u3g1902211456212911313568,3910,0,0,A,,1550732213607,(null),(null),3,-1,0,[B@5db41bb1,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,hN85E19022114562428013135351550732215586,TA1,-1,怎么啦,7,5,是啊，怎么啦？。,1,hN85E1902211456242801313535,3910,0,0,A,,1550732215586,(null),(null),3,-1,0,[B@6f1bdb5b,2/21/19 14:56,2/21/19 14:56,20190221,
20190221,d10B119022114562146013135621550732221438,TA3,-1,没有啊,4,5,好像没有啊。,3,d10B11902211456214601313562,3910,0,0,A,,1550732221438,(null),(null),3,-1,0,[B@4d7166f8,2/21/19 14:57,2/21/19 14:57,20190221,
20190221,04O4319022114565804413136211550732258626,,-1,,-1,2,喂喂。,5,04O431902211456580441313621,3910,0,0,F,,1550732258626,(null),(null),3,-1,0,[B@7047cf65,2/21/19 14:57,2/21/19 14:57,20190221,
20190221,71UFv19022114572762513135901550732277990,TA2,-1,现在没有,3,29,哦，那个是别人帮我弄的，我现在没有没有没有，已经那个了，已经结婚了。,2,71UFv1902211457276251313590,3910,0,0,A,,1550732277990,(null),(null),3,-1,0,[B@6c952a2c,2/21/19 14:57,2/21/19 14:57,20190221,
20190221,36dK819022114573429113135811550732279426,TA3,-1,不需要,4,4,啊，不需要。,3,36dK81902211457342911313581,3910,0,0,A,,1550732279426,(null),(null),3,-1,0,[B@544059e0,2/21/19 14:57,2/21/19 14:57,20190221,
20190221,5o90219022114573651113135951550732280144,TA1,-1,嗯是,7,2,嗯是。,1,5o9021902211457365111313595,3910,0,0,A,,1550732280144,(null),(null),3,-1,0,[B@5bc7eaba,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,1fkJ019022114572517613135991550732281079,TA1,-1,对呀,7,2,对呀。,1,1fkJ01902211457251761313599,3910,0,0,A,,1550732281079,(null),(null),3,-1,0,[B@15353a40,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,47p0d19022114573872813135961550732287904,TA2,-1,"不是.{0,999}谢谢",3,15,啊，现在我在开车不是不用不用，谢谢。,3,47p0d1902211457387281313596,3910,0,0,A,,1550732287904,(null),(null),3,-1,0,[B@50b4a680,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,889lx19022114574335313136041550732301192,TA1,-1,"\b.{0,1}对",7,1,对。,1,889lx1902211457433531313604,3910,0,0,A,,1550732301192,(null),(null),3,-1,0,[B@66d6a2f,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,4L0aj19022114574878413136221550732308578,TA4,-1,上班,5,5,不叫你上班。,4,4L0aj1902211457487841313622,3910,0,0,A,,1550732308578,(null),(null),3,-1,0,[B@629bd262,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,zu6Y119022114575965013135911550732308867,,-1,,-1,8,呃，我去也不行啊嗯。,5,zu6Y11902211457596501313591,3910,0,0,A,,1550732308867,(null),(null),3,-1,0,[B@5e40134b,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,zu6Y119022114575965013135911550732308871,,-1,,-1,7,呃，我去也不行啊。,5,zu6Y11902211457596501313591,3910,0,0,A,,1550732308871,(null),(null),3,-1,0,[B@2bb52ea5,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,296e619022114575543013136311550732312824,TA1,-1,怎么了,7,4,呃，怎么了？。,1,296e61902211457554301313631,3910,0,0,A,,1550732312824,(null),(null),3,-1,0,[B@466415ee,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,065T219022114575001213136161550732313300,,-1,,-1,2,谁呀。,6,065T21902211457500121313616,3910,0,0,A,,1550732313300,(null),(null),3,-1,0,[B@7a50d782,2/21/19 14:58,2/21/19 14:58,20190221,
20190221,065T219022114575001213136161550732316027,TF1,-1,\b嗯\b,1,1,嗯。,1,065T21902211457500121313616,3910,0,0,F,,1550732316027,(null),(null),3,-1,0,[B@245449c8,2/21/19 14:58,2/21/19 14:58,20190221,
