,text,label
2037,哦现在没时间啊好好嘞,4
2038,单身不是谢谢,2
2039,不好意思我现在不太方便接电话晚上晚点再说可以吗,4
2040,哦没有了啊谢谢啊,3
2041,是的单身我现在好像这边有点忙要不晚点再打电话吧,4
2042,我那是弄错了,2
2043,反正我知道,5
2044,不过我没有啊,3
2045,对的单身,1
2046,我哦哦请问您哦等我,5
2047,不用了我现在已经找到了,2
2048,没有没有不去,2
2049,不是啊不是呢,2
2050,嗯你没有,2
2051,是东西呀,5
2052,我现在没时间我等下给你说吧好吧好好,4
2053,好没事嗯,2
2054,呃不用了已经找到好办了,2
2055,我是你同事,2
2056,我要有在谈了,2
2057,没有对象,1
2058,啊没有谢谢嗯没了嗯,3
2059,我已经昏了,2
2060,哦哦那个这,5
2061,哦不用不用哦,3
2062,哦哦哦哦哦哦不是不是的,2
2063,我现在才回我,5
2064,钱不是我的吗,5
2065,是怎么回事呢,1
2066,是手没有没有,2
2067,哦哦没有吗,2
2068,嗯谢谢不洗一样谢谢,3
2069,对我就我想问这个号码多长时间什么时间开始注册的,6
2070,没错没错没错,1
2071,呃你搞错了,2
2072,呃对还是,1
2073,啊对我现在上班不方便好吧,4
2074,我我现在正吗,5
2075,不是没空没空,4
2076,你说那个回头再说吧我现在比较忙好吧,4
2077,没有没有问题,2
2078,那个那个我不需要了好谢谢,3
2079,哦哦哦现在忙不好意思啊,4
2080,嗯没有现在叫你朋友网,2
2081,是啊单身,1
2082,好现在不做了,3
2083,现在好吗,5
2084,不是的对吧,2
2085,好知道,5
2086,哦我是本省,1
2087,那不行谢谢啊,2
2088,哦可能搞错了,2
2089,我说我现在北方呢回头再说好吧,4
2090,呃不是的哈,2
2091,不是有一个男,2
2092,单身不需要嗯,3
2093,嗯星期是啊现在,5
2094,等下我现在没没下班还在上班现在打电话不方便,4
2095,现在不方便现在我在外面办事啊又放下来吗,4
2096,哎呀没什么核对掉了,5
2097,啊没有没有没,2
2098,没有空吗谢谢啊,3
2099,哦没有没有没,2
2100,是的单身我现在上班时间不方便不好意思啊再见,4
2101,啊没有就蛮注册的哈谢谢,3
2102,就是要取消,3
2103,不是单身的啊,2
2104,啊已经找到了不好意思啊,2
2105,嗯女士九零,5
2106,好好时间好,5
2107,嗯是啊不过是是现在是单身呢,1
2108,我现在现在吗,5
2109,啊最近不是了找了一个女朋友,2
2110,我现在我不方便啊等会我晚点给我打电话吧,4
2111,我没有说,3
2112,单身是单身了,1
2113,是我原来在里面有一个就是购买一个那一万多快钱的那个那个我回头我回来跟你联系吧现在比较忙好吧,4
2114,嗯这样子啊,5
2115,不是咯,2
2116,单身了能不能,1
2117,嗯没有哎,3
2118,啊现在没有好,5
2119,因为再说,4
2120,不是已经不是,2
2121,那还有个资料,5
2122,算了我自己处处了一个谢谢啊,2
2123,啊不好意思吗,3
2124,现在一个人,1
2125,啊啊单身,1
2126,靠注册的啊,5
2127,好没有了没有,2
2128,我是的是的,1
2129,呃是是单身,1
2130,对暂不需要了,3
2131,嗯我现在也,5
2132,哦那好我那个,5
2133,那个男啦那个,5
2134,呃我现在上班呢不方便,4
2135,不需要了不需要了好谢谢,3
2136,花少和方便,5
2137,不是单身,2
2138,不好意思没空,3
2139,是单身吗呃现在不需要,3
2140,就想用没有了,2
2141,你问这个问题,5
2142,嗯对还是单身,1
2143,哦我知道了嗯,5
2144,嗯嗯没事,2
2145,上面没兴趣,3
2146,对我跟然后,5
2147,账号意思好,5
2148,不需要啊谢谢啊下来看看,3
2149,啊我现在在外面不方便接电话等下再跟你说吧好吧,4
2150,就是哪个,1
2151,我那个老公,5
2152,不好意思那个不是我搞的是我同学搞的,6
2153,这不用了,3
2154,啊不是的是嗯,2
2155,搞错了哟,2
2156,哦哦哦暂时不是了,2
2157,我买啥不用了,3
2158,我没有说啊,2
2159,哦不需要知道,3
2160,不好意思我现在在外面有点事我回头再给你打吧,4
2161,啊不能啊谢谢,2
2162,现在晚吗,5
2163,我说用的不行,2
2164,真搞错了吧,2
2165,取消不是不是,2
2166,呃不好意思啊,3
2167,我说他不是,2
2168,哦没有了好了,2
2169,哦不是单身了,2
2170,哦我现在在上班有点不方便,4
2171,是啊单身呢,1
2172,嗯不用再见啊,3
2173,啊现在啊我我,5
2174,我是单亲妈妈,1
2175,不好意思现在方便,4
2176,哦哦不是了啊,2
2177,啊这个现在不方便说啊我回头给你打吧啊,4
2178,哦现在正在找我还没那个还没单身从那个网上来找你好吧,1
2179,就是这,1
2180,我是知道几个,5
2181,知道不好我在外面办事吧应该是我欠我钱打我的这那里弄的不是我自己弄的,2
2182,喂听不知道,5
2183,老是资料,5
2184,我那个号,5
2185,没有我现在在外面完整,4
2186,嗯没有不需要谢谢啊,3
2187,不行有的,2
2188,有有他不用了,3
2189,没有没有啦,2
2190,我是已婚单身的我给你教一下,2
2191,啊没有哎那可能人家弄错了吧没有谢谢,2
2192,都没有在了,2
2193,现在在忙,4
2194,我现在在外面呢,4
2195,嗯不是的是吗,2
2196,注册资料,5
2197,啊我现在上班呢现在不太方便说话聊天哈你挂了好谢谢,4
2198,啊不好意思我已经找到了谢谢,2
2199,啊我随便注册的应该不用了吧,3
2200,呃不是了呃,2
2201,还是单身吗,1
2202,不是哈您不是,2
2203,啊不需要你,3
2204,嗯没有没有,2
2205,不是你找到了,2
2206,是那个我现在不方便上着班了,4
2207,嗯不是啊谢谢找到了,2
2208,真的我是学生,1
2209,那现在先不用了,3
2210,这已经不是了,2
2211,哦先不用哈,3
2212,也就是,1
2213,呃我我我现在,5
2214,哦我现在刚好在外面啊,4
2215,嗯我现在不急,3
2216,张翰入网的时间了,5
2217,啊现现在啊对,1
2218,我现在外面哈现在在外面,4
2219,现在没空了是在外面方便收的哈谢谢啊甚至这里事情好,4
2220,不好意思我在开会好谢谢你好好拜拜,4
2221,八百年前注册,5
2222,我现在有点忙那个回头再说好吗,4
2223,我我我现在在外面开车呢好吧不方便接电话就这样哈谢谢啊,4
2224,哦现在我,5
2225,打开单身在,1
2226,没有已经找到了,2
2227,喂喂你好嗯,5
2228,现在不方便啊现在上班谢谢哈,4
2229,啊啊没有啊谢谢,3
2230,你不用不用,3
2231,弄错了弄错了,2
2232,嗯不是好的,2
2233,可能搞错了吧,2
2234,我我知道他呢,5
2235,我单身你妹,2
2236,等我然后扫描,5
2237,但单身事情,1
2238,那朋友打错,2
2239,哦先找到了,2
2240,嗯我注册一个,1
2241,我没我没时间,4
2242,哦什么问题,1
2243,不是不是自荐,2
2244,嗯我搞错了,2
2245,啊啊稍稍东西,5
2246,我东西没清楚,5
2247,不用跟,3
2248,哎我想是的我现在还在忙着来晚点再打电话过来吧,4
2249,有对象吗,2
2250,啊这个已经找到了,2
2251,不用了可以吗,3
2252,啊已经找到了找到了,2
2253,呃现在目前已经找到了,2
2254,单身单身,1
2255,不好意思谢谢,3
2256,啊不是单身,2
2257,我了解一下,5
2258,哦是搞错了,2
2259,我没那个过,5
2260,不不是单身你,2
2261,不是啦不是啦,2
2262,啊我现在在忙回头再说吧,4
2263,不知道在忙啊,4
2264,在开会啊不行,4
2265,没有我不找了,3
2266,结婚了减肥呢,2
2267,哦没有那个,5
2268,我没有没有啊,2
2269,哦不是了已经找到等下啊,2
2270,哦我想不知道,5
2271,我已我已经找到了谢谢我已经找到,2
2272,你好我现在忙着呢等会现在不方便接听啊今天现在啊拜拜,4
2273,好好是单身啊,1
2274,哎是这样子我现在外面吗然后呢在库房蓓蕾这个事,4
2275,然后我在那,5
2276,我现在付,5
2277,哦不用拿那个,3
2278,哦你你意思,5
2279,我那个不是啦,2
2280,那个随便弄的不用管了,3
2281,好好我现在有事等会再说,4
2282,我知道回头再说啊看不太方便有扣了啊,4
2283,嗯现在已经找到了不找了谢谢,2
2284,我没有没有没,2
2285,哦哦哦哦这这这我现在没时间,4
2286,现在在在外面忙呢有事情,4
2287,我这边我已经找到,2
2288,我我是哆哩呀,1
2289,哦你打错了不好意思啊,2
2290,二是我现在有事我这一个电话可以吗,4
2291,啊没有没事,2
2292,啊没有你错了,2
2293,注册的资料,5
2294,哎不是不是的,2
2295,不是我我老公用,2
2296,啊我已经找到了谢谢哈好拜拜,2
2297,那你搞错了吧,2
2298,嗯现在好死,5
2299,啊不用了我已经找到了谢谢,2
2300,对不起弄错了,2
2301,我是离异了的,1
2302,哦是在已已经找到了,2
2303,刚才没有啊,3
2304,对不是我没,2
2305,对呀怎么回事啊,1
2306,哦找嗯不是,2
2307,啊怎么了你什么什么意思,1
2308,哦我是大师,1
2309,哦没有哦没有,2
2310,对呀不是了,2
2311,啊现在啊,5
2312,啊不是的好的,2
2313,嗯不是谢谢,2
2314,哦算了没时间,4
2315,啊不用了不是单身之前是我姐弄的,2
2316,没有女朋友,1
2317,嗯已经找到了一个,2
2318,没有不是单身,2
2319,不是单身啊,2
2320,就是你刚才,1
2321,嗯就是现在,1
2322,哎不用做了,3
2323,单身我有孩子,1
2324,我不是的呀,2
2325,是啊我是单身,1
2326,嗯我那个不,5
2327,啊不是我呀,2
2328,对还没结婚,1
2329,对对对对对我现在不方便接电话我在上班,4
2330,啊啊不是,2
2331,呃没有了好谢谢了,3
2332,是啊我现在在忙,4
2333,啊对我现在又是哈晚点再给我打电话吧,4
2334,现在也是,1
2335,我现在有点事情不方便好吧回头再说谢谢再见,4
2336,北方网络嗯有什么事吗,1
2337,嗯不是我,2
2338,没有空,4
2339,现在我呃,5
2340,没有谢谢我现在很忙,3
2341,啊不好意思不,3
2342,好像没事啊,2
2343,怎么那个我我不搞那个我结婚呢,2
2344,你刚搞错了吧,2
2345,有没有那个,5
2346,哦昨天搞错了,2
2347,嗯我这边先上班不方便,4
2348,是的我那个是,1
2349,不好意思我现在才满真的时他又提示你哈,4
2350,啊啊啊那个,5
2351,说那个,5
2352,掉不需要了,3
2353,不是哈哎好,2
2354,单身呢我也,1
2355,啊我在外面呢我先忙着呢好吧,4
2356,嗯现在在谈了,2
2357,我不需要交啊,3
2358,哦我我有事啊,4
2359,呃搞错了吧,2
2360,没有对不搞了,2
2361,啊真的还是嗯,1
2362,呃不不能谢谢,2
2363,哦离异了,1
2364,哦那晚点聊吧现在不太方便,4
2365,意思现在,5
2366,啊这个已经找到了,2
2367,九是我真的有事那买过来,4
2368,有老婆的人啊,2
2369,单身那个吗,1
2370,现在不是的这个应该不是,2
2371,我看哦没有谢谢啊,3
2372,现在对对对,1
2373,啊对要不你晚点再给我打电话了我现在有点忙,4
2374,好不用了,3
2375,嗯我试试哈,1
2376,哦昨天是那个碰到了没不不注册不注册啊谢谢啊,3
2377,哎对现在吗,1
2378,不好意思啊要不这样吧等下午吧下午吧好吧我现在在看合同不好意思,4
2379,哦不是喽,2
2380,哦我那个,5
2381,哦哦哦我现在不想谈这个,3
2382,是不好意思啊,3
2383,哦不单身,2
2384,我那个是哎对,1
2385,是啊单身我现在上班这样不方便,4
2386,是单身怎么了,1
2387,搞错了哈,2
2388,哦哦哦谢谢,3
2389,哦真的真的,5
2390,对啊单身资料,1
2391,我不行啊,2
2392,搞错了谢谢,2
2393,不是还没呢,2
2394,没搞错了,2
2395,我不是我老了,2
2396,哦我现在忙啊,4
2397,不用不用干嘛,3
2398,啊不用了过来,3
2399,我我资料啊,5
2400,哦不结婚了,2
2401,哦哦不是了,2
2402,不是爱我大了,5
2403,啊这个嗯现在不考虑吧,3
2404,现在再回头再说,4
2405,哦现在不知道,5
2406,嗯你好不需要了,3
2407,不好意思我没,3
2408,这不是不是,2
2409,我现在在,5
2410,啊不用了不好,3
2411,吃什么啊,5
2412,我这块不方便接电话回头再说好吗,4
2413,对不起我小的优势不方便是是的先挂了,4
2414,嗯你们是学,5
2415,哦现在在忙,4
2416,我现在在南昌啊我在南昌现在有事了回头再说好吗啊,4
2417,哦已经找到了谢谢啊拜拜,2
2418,我现在在门啊,5
2419,不好意思我现在在外面等会联系好吗,4
2420,嗯不是的了哈,2
2421,没不是的,2
2422,是的是的什么,1
2423,我我那我不是单身你你你给我划掉吧哈谢谢,2
2424,我现在结婚了,2
2425,不方便说,4
2426,单身不想,3
2427,哦不好意思那,3
2428,哦没没事好,2
2429,嗯不是嘞,2
2430,女士是打错了,2
2431,啊我的意思,5
2432,哦我现在忙着点啊,4
2433,就是怎么做,1
2434,你好我不需要这个,3
2435,那有事情啊,4
2436,不是不是他,2
2437,那个珍爱网是吧啊已经找到了找到了就谢谢你们那个软件,2
2438,哦没有没有了,2
2439,稍微等一会,4
2440,哦已经生效了,2
2441,呃不是吧来吧,2
2442,嗯就是满意,1
2443,啊单身的单身我不需要,3
2444,是的呃这样我在开会的到时再说好吧好好,4
2445,就我不用,3
2446,啊谢谢搞错了,2
2447,没有没有没空,4
2448,那个算现在不是了现在找到了谢谢啊,2
2449,不需要了嗯嗯,3
2450,不是的我都,2
2451,嗯不好意思现在上班不方便,4
2452,不好意思我现在不太方便现在正在上班了,4
2453,嗯结婚呢,2
2454,哦哦哦记得了,5
2455,啊是单身单身我我我不走,1
2456,回头再说我现在开会呢,4
2457,不用了不用不用关注我看那些都整的部分,3
2458,现在不是嘞,2
2459,嗯现在不是哦,2
2460,我要在谈呢,2
2461,我我没有买呀,2
2462,嗯现在已经找到了船上,2
2463,哦不是了谢谢不是了,2
2464,嗯不是很急,3
2465,那他怎么资料,5
2466,哦现在暂,5
2467,哦知道谢谢,3
2468,嗯那个回头再说吧嗯,4
2469,总会听到了没,5
2470,现在不需要写,3
2471,啊那个好玩的,3
2472,哦哦哦哦哦现在,5
2473,我我现在在那个在在上班在忙那个不太方便,4
2474,那听你们客服的理解,5
2475,那个乐视,5
2476,啊不是的不是啊谢谢啊,2
2477,因为我现在在上班有点不方便好吧,4
2478,呃在不用,3
2479,你不是单身,2
2480,你好我在我在上班呢,4
2481,我不用了,3
2482,有了现在有了,2
2483,嗯没有没有,2
2484,嗯怎么样,1
2485,哦不需要挂着,3
2486,哦先不需要写,3
2487,没有没用了我就进去玩一下我就下载了啊谢谢啊,3
2488,呃那个,5
2489,单身吗,1
2490,我现在不方便接电话晚点错啊拜拜,4
2491,你现在不,5
2492,这不是不是了,2
2493,呃那个不好意思我现在忙着呢,4
2494,哦不用标谢谢,3
2495,是啊我是单身啊怎么,1
2496,好久没有,5
2497,我今天不进回头再打电话给你吧现在没时间,4
2498,哎对是单身,1
2499,哦是的什么事,1
2500,哦那弄错了,2
2501,哦我真不需要,3
2502,我现在还在上班啊一点不方便,4
2503,啊不好意思我要上班不太方便啊不好意思啊拜拜,4
2504,再说吧回头再联系吧,4
2505,我回头给你回电话吗现在不方便好吗,4
2506,睡觉没空,4
2507,哎不需要的,3
2508,单身啊,1
2509,哦现在不是吧,2
2510,没有不好意思没打错吧,2
2511,啊你好不太需要不好意思啊,3
2512,哦我没有上去了谢谢啊,3
2513,我不用不用了,3
2514,不需要了不需,3
2515,我现在不方便在外面工作啊再见,4
2516,对还是单身对,1
2517,后就搞错了吧,2
2518,啊那个没有谢谢,3
2519,我你干嘛回头再说吧时间忙,4
2520,没有别人搞的,3
2521,哎没有没有,2
2522,我已经找到谢谢谢谢,2
2523,我还在睡觉,4
2524,我现在都怀孕了我还单身长,2
2525,好谢谢就不是了,2
2526,哦哦哦不用了谢谢,3
2527,啊不是啊再见,2
2528,注册着玩的,3
2529,哦这我不需要,3
2530,哦哦哦你好,5
2531,我不需要了哎,3
2532,啊没有没有哈,2
2533,我是付的,1
2534,嗯我是男神啊,1
2535,我找了找到了,2
2536,回头再说吧好吧我现在在上班,4
2537,我说他知道,5
2538,哦不我是了,2
2539,能不能我这会没时间我这会忙着了能不能有时间了你再给我打好不好,4
2540,那送东西,5
2541,审核资料,5
2542,哦弄错了,2
2543,哦没有没有没,2
2544,嗯我回头再说吧先挂了,4
2545,哦我现在现在我在上班不方便,4
2546,见不到,5
2547,我注册废了吗,5
2548,应该搞错了,2
2549,我现在在外面了等会回去给你说行吗,4
2550,到了这不是了,2
2551,我不是单身路,2
2552,你你那个是吧那个我已经找到了,2
2553,在哎我现在忙着回头再给你回复,4
2554,通过我在上班不方便啊,4
2555,哦这会儿不大方便啊晚点啊,4
2556,我现在不方便接电话好吧我在上班,4
2557,我去那个对呀,1
2558,啊没有谢谢再见,3
2559,有事吗,1
2560,你搞错了没有,2
2561,就是就是啥子,1
2562,单身中我想说你能不能下午晚点再给我打电话是有点事,4
2563,没有没有用,2
2564,然后是是,1
2565,啊现在忙了,4
2566,开会啊嗯,4
2567,哦说不是,2
2568,注册什么玩意,6
2569,嗯那现在吧,5
2570,对我现在在外面有点事情明天上午打过来行吗,4
2571,暂时不方便啊就玩这打电话好吧这我上班了,4
2572,不是啊对,2
2573,那不是不是,2
2574,哦好知道,5
2575,不是啊不是吗,2
2576,我现在没用啊我把那个软件给删了,3
2577,回头再说吧我现在有事好吧,4
2578,这个回头再说吧我这边不太方便的话,4
2579,啊不好意思我现在正在忙啊回头再说,4
2580,哦我现在有人在办事,4
2581,啊不好意思暂时不好不方便聊,4
2582,然后我没有啊,2
2583,哎你好我现在在忙混合再再给你回复好吧,4
2584,那要怎么样,1
2585,三天怎么了,1
2586,啊没没没没有啊谢谢好好,2
2587,真太晚的那个,5
2588,哦不是已经找到了,2
2589,对呀我现在没空等我有空了再说吧我现在在外面吵的要死,4
2590,哦我在有事哈,4
2591,我现在没个人去寄,5
2592,好不用谢谢了,3
2593,哦现在,5
2594,那不好意思啊,3
2595,啊我现在不用,3
2596,啊不是的我现在在忙在忙在外面呢还出现,4
2597,嗯都结完婚了,2
2598,哎我是,1
2599,嗯没有没有嗯,2
2600,嗯那个啥,5
2601,哦这把没空,4
2602,别的东西,5
2603,近期搞错了啊,2
2604,单身查怎么了,1
2605,啊那个不需要,3
2606,是的单身我现在在上班现在不太方便接电话,4
2607,在开会一下,4
2608,那个不好意思我现在那个有点事之后再说,4
2609,哦没有我懂了,2
2610,我现在不是的,2
2611,我现在不睡了,5
2612,没有啊那个不好意思哈那个可能是,2
2613,那不需要了,3
2614,嗯我没有没有,2
2615,对然后我现在有点不方便接电话晚点可以吗,4
2616,嗯那个我现在忙不好意思,4
2617,嗯我现在试试,1
2618,呃手都在你好吧现在没时间,4
2619,哦不是哦好,2
2620,啊啊现在我有点忙回头跟你说,4
2621,哦现在忘了,5
2622,啊不好意思去,3
2623,嗯这样子啊我现在没时间拜拜,4
2624,呃现在没有了,5
2625,嗯结婚吗,2
2626,我我一回多年拜拜,3
2627,我这边有事找回头再说好吧,4
2628,不好意思我我现在已经找到了啊,2
2629,我搞错了谢谢,2
2630,啊我单身我,1
2631,嗯那是家里现在是,5
2632,呃现在目前已经找到了,2
2633,确定不要你们,3
2634,啊不好意思说话不是很方便您稍后再打好吗,4
2635,正在谈,2
2636,啊对不需要了,3
2637,不能玩了刚回来还好吧,5
2638,我我有了现在,2
2639,我都没有没有,2
2640,嗯你搞错了啊,2
2641,不用弄了,3
2642,现在在外面有点忙完了再说了哈,4
2643,我等下打给我现在很忙我找下我敢多和我赶得出好吧行这样子谢谢你了,4
2644,对你打错电话了,2
2645,就是垃圾了,1
2646,不是只要不是,2
2647,我们随便玩的,3
2648,我现在在外面有事好不,4
2649,现在外面有事晚一点给你回过来好吧,4
2650,嗯没有我这好,2
2651,是的那个老师我想是这样子的因为我现在有一点点忙我晚一点再打好吗,4
2652,呃那个有点忙,4
2653,那个我删处了,3
2654,单身干嘛嘞,1
2655,我现在在外地呢回头再说吧啊,4
2656,这不是钱挣吗,5
2657,听不到我在忙,4
2658,啊对呀没有,2
2659,是的是的我现在在开车不太方便接电话那个可以晚点或者什么你这款车过来吗,4
2660,哦哦哦你再重复一下,5
2661,对那个你们,1
2662,可以说是,1
2663,不用不用我,3
2664,注册的是的,1
2665,不是不是不是了是不是,2
2666,啊不用我已经找到了,2
2667,干那个,5
2668,没有谢谢错了吧,3
2669,哦没有了好谢谢,3
2670,不不是单身的,2
2671,不不是不是了,2
2672,这没有,3
2673,你还是单身吗,1
2674,我是离异的,1
2675,啊现在没有了好那先取消吧嗯谢谢哈,5
2676,哦那个啊是啊,1
2677,等于是吧我现在在忙呢,4
2678,思打错了,2
2679,不是了哈,2
2680,是的我是重庆的,1
2681,嗯能不能,5
2682,结婚了不需要,2
2683,我不是不是我是不是消,2
2684,谢谢啊谢谢美女哈我已经找到了啊,2
2685,雅是达成啊你去做一些东东莞那边吗,5
2686,啊已经找到了不好意思哈,2
2687,不需要不需要不需要谢谢哈,3
2688,我习惯的东西,5
2689,嗯嗯那个,1
2690,我没有点,3
2691,啊你现在现在暂时没有时间哈,4
2692,不是的手,2
2693,哦现在说吗,5
2694,嗯嗯这不是啊,2
2695,嗯不是行,2
2696,不需要生效,3
2697,那个是算了啊,5
2698,哦我现在外面不方便,4
2699,结婚呢,2
2700,嗯你不用,3
2701,他他他了一个以后再说吧,4
2702,我现在在外面忙着有空再聊吧,4
2703,啊啊单身一点了我在外面很巧啊,4
2704,结果没投诉没出去,2
2705,嗯不是了吧,2
2706,对呀对呀现在忙着呢啊没时间啊回头伞哦,4
2707,嗯单身呀,1
2708,我有啊现在跟,5
2709,我说我现在在上班不方便接电话晚点再回复你,4
2710,哦打错了再见,2
2711,不用密码,3
2712,啊不好意思我现在有点忙回头再跟你说吧好谢谢啊,4
2713,小姐我现在在上班不太方便说您电话好吗拜拜,4
2714,哦不能进去,5
2715,好啊不需要,3
2716,退回吗然后,5
2717,那个我单身那个回头再联系吧我现在开车呢不方便说,4
2718,你能搞错吧啊,2
2719,哎是的不好意思我现在还在上班不方便接电话,4
2720,嗯不知道女士,5
2721,哦不是啊不是啊谢谢啊,2
2722,你搞错了,2
2723,啊啊啊干嘛,1
2724,嗯不用现在,3
2725,哦你再说再说,4
2726,嗯我现在嗯是,1
2727,是的单身我现在不方便哈回头再说好吧,4
2728,哦是那个呃,5
2729,我不我不用,3
2730,嗯您放心有事,4
2731,嗯请问你女士,5
2732,我我现在对我现在在外面,4
2733,你又知道,5
2734,我说那个应该是注册过很久的事了我现在已经找到了,2
2735,暂时不用了吧好吧,3
2736,嗯知道了谢谢,3
2737,可以说不登山,2
2738,没有没有有啊,2
2739,啊我注册玩了,3
2740,嗯我在你们,5
2741,不是单身呀,2
2742,哦知道了谢谢,3
2743,登了我已我已经找到了,2
2744,不是单身了吗,2
2745,我没没注册号是吗,2
2746,嗯现在在外面开车不方便哈,4
2747,对这个搞错,2
2748,我的证书是了回头再说好吧,4
2749,啊已经找到了谢谢,2
2750,真的睡觉啊,4
2751,我现在在上班不方便说话,4
2752,我在上课我也不方便回头再说,4
2753,我现在已经找到了,2
2754,我们单身,1
2755,我有了那个,5
2756,呃不是很好,2
2757,注册着玩的,3
2758,哦哦哦哦我现在没时间我现在,4
2759,然后不需要哈,3
2760,不是忘了,2
2761,已经买呀,5
2762,不用了谢谢我开玩笑的说一下,3
2763,嗯这这不需要,3
2764,不是不是多少,2
2765,我都结婚,2
2766,支付再说,4
2767,不是不是好好好,2
2768,我听说话不太方便在十年跟朋友在一起我晚点给你打电话好吧,4
2769,没有啊结婚啦,2
2770,哦不用不会不,3
2771,哦我现在忙呢,4
2772,现在啊现在是,1
2773,我现在正在上班不方便说话好吗,4
2774,嗯不是了哈,2
2775,嗯对有事吗,1
2776,我我现在,5
2777,哦我我去内部报名啊,5
2778,处的呀,2
2779,对的单身我现在在上班我不太方便直接电话,4
2780,啊我用不用,3
2781,呃呃找到了,2
2782,哎你好要不这样子吧您晚一点我再打电话吧我在忙好吗,4
2783,我不需要了啊,3
2784,呃现在没空啊,4
2785,对呀你说什么,1
2786,没有了没有哎,2
2787,好像找到了,2
2788,你没搞错吧,2
2789,嗯现在不是,2
2790,啊对离婚勒,1
2791,咱俩不是好了吗,5
2792,我结婚了不是在这,2
2793,啊还是干嘛,1
2794,他不不是了,2
2795,那个我不需要了现在谢谢啊,3
2796,啊不是啊嗯好,2
2797,这个就是不用,3
2798,真哦不用,3
2799,结婚的吗,2
2800,没有搞错了,2
2801,哦我没注册过,2
2802,要不方便,4
2803,哦但不需要吧,3
2804,我不是写了,2
2805,喂单身呐,1
2806,啊注册玩的,3
2807,我晚点再再说吧我现在不方便,4
2808,哦哦哦有橙色,5
2809,哦不用付了动了,3
2810,啊没有呢,3
2811,我现在已经找到工作了好像没空啊,2
2812,嗯现在已经找到了船上,2
2813,是的知道了,1
2814,啊不需要呼吸哈嗯,3
2815,啊不好意思美女我现在正在开我正在开启车吧,4
2816,就算是单身也不需要了谢谢,3
2817,我不用了不用,3
2818,哦嗯不太需要谢谢,3
2819,他不死搞错喽,2
2820,咋不是,1
2821,你是说我的联系方式呢,5
2822,已经找到了找到了谢谢啊嗯,2
2823,啊我现在没时间我钱都没时间不好意思那单身上去了好吗,4
2824,哦我不是喽,2
2825,我不是的了,2
2826,哦啊没有了啊,2
2827,你好不需要我这边在忙,3
2828,嗯不用不是,2
2829,哦这我现在显示呃回头再说好吧,4
2830,就是那个王,1
2831,哦不用了好吧,3
2832,那那个那个,5
2833,对呀我我现在正在上班呢不方便了,4
2834,好不方便哈,4
2835,哦我现在没空现在在外面有事情,4
2836,我现在有点忙回头再给你说吧好吧,4
2837,你你搞错了,2
2838,那现在我都不单身好恶大家好,2
2839,不好意思我那个没时间,4
2840,我一直单身,1
2841,哦我在那个,5
2842,现在忙不,4
2843,长个女朋友,2
2844,不是我已经找到了嗯好谢谢啊,2
2845,我已经找到了谢谢你啊,2
2846,哦我单身吗,1
2847,嗯现在正忙,4
2848,当然不是了,2
2849,呃没有没有好,2
2850,啊不是有了,2
2851,我不是打错,2
2852,啊搞错了吧你,2
2853,就是我现在在外面有事是吧晚点的时候吗,4
2854,没有我是单身不需要好吧,3
2855,哎在的不需要,3
2856,不太方便哈,4
2857,现在的话不方便讲话好吗上班啊,4
2858,我不是单身吗,2
2859,哦那就是不行,2
2860,嗯不用了是,3
2861,结果没投诉没出去,2
2862,怎怎现在不是,2
2863,那我现在这里也挺不方便说晚点再说好吧,4
2864,不是啦不是啊,2
2865,啊不是我现在不方便我晚点给您打电话好吧啊,4
2866,啊好我现在忙,4
2867,当然有我加会员证吗,5
2868,不需要谢谢你好再见,3
2869,不好意思我现在有点事情和回头再聊吧,4
2870,哎不是,2
2871,不是不是是哪,2
2872,嗯现在下,5
2873,啊不是吧好吗,2
2874,那算了不行了,2
2875,嗯谢谢你没事,3
2876,啊对就是单身,1
2877,啊没兴趣谢谢,3
2878,现在没有单身呐,2
2879,我刚刚发了那个,5
2880,谢谢啊不需要了我已经找到了好嘞哎,2
2881,啊那不是不是,2
2882,知道我是单身,1
2883,嗯嗯没有了谢谢像不是,3
2884,你好不好意思我现在上班没时间,4
2885,啊嗯嗯不用了,3
2886,有我的没有,5
2887,啊不用了那个,3
2888,不是不是在的,2
2889,哦我不用结果,3
2890,不需要了挂了,3
2891,啊我现在在上班不方便接电话,4
2892,不是不是拼,2
2893,啊我知道,5
2894,那现在我在上班好吧回头再跟你聊好吧,4
2895,嗯嗯没有了啊谢谢啊,3
2896,呃不用了谢谢我已经找到了,2
2897,啊不是啊,2
2898,嗯我不是嘞,2
2899,不需要了呗,3
2900,我是上完吗,1
2901,注册怎么再见,3
2902,不是不是我的,2
2903,我现在都卸载了那个东西了,3
2904,我现在在忙不好意思回头再联系好吧,4
2905,是是单身我,1
2906,啊就说不用,3
2907,我说买不是我啊他不愿意,3
2908,嗯已经找到银行了,2
2909,啊我现在在不在太原刚到长沙回头再说吧啊,4
2910,是单身的捞了,1
2911,我我三会问我再说,4
2912,哦那不好意思,3
2913,哎我没有注册,2
2914,我现在在上班不方便,4
2915,哦我在开会呢,4
2916,单身的老虎,1
2917,我我现在不太方便接电话吧那再打吧,4
2918,对你我不方便我现在不方便啊上班呢,4
2919,哦好的不是我,2
2920,啊这我朋友注册的不是我注册的,2
